Company Name,Industry,Round/Series,Location,About Company,Cleaned_amount($),Year,Company/Brand,HeadQuarter,Sector,Investor,Amount($),Stage,Company_Name,column10
,,,,,,2020,,Mumbai,Logistics,Lightstone Global Funds,18370000.0,Series D,Porter,0
,,,,,,2020,,Mumbai,Tech,Zee Entertainment Enterprises Limited,68525000.0,0,SugarBox,0
,,,,,,2020,,Bangalore,Fintech,"Amazon Inc`, Dinesh J Hinduja",4800000.0,Series F,Capital Float,0
,,,,,,2020,,Bangalore,E store,Alibaba Holdings,60000000.0,0,Big Basket,0
,,,,,,2020,,0,Fintech,"Hummingbird Ventures, Bedrock Capital",2000000.0,0,Amica,0
,,,,,,2020,,Bangalore,Edtech,Legend Capital,12500000.0,Series C,Vedantu,0
,,,,,,2020,,0,Food,"Accel, Zephyr Peacock, Swiggy, RB Investments.",1834000.0,0,Fingerlix,0
,,,,,,2020,,Mumbai,Tech,"Better Capital, LetsVenture, Rohit Chanana, Jayant Kadambi, Sunil Kumar Singhvi",0.0,Angel,Plop,0
,,,,,,2020,,0,Gaming,Matrix Partners,8000000.0,Series A,Zupee,0
,,,,,,2020,,0,Agritech,Sequoia Capital India,12000000.0,Series A,DeHaat,0
,,,,,,2020,,Mumbai,Edtech,Bace Capital,7500000.0,Series B,Lido Learning,0
,,,,,,2020,,Gurugram,Fintech,Undisclosed,23850000.0,0,Aye Finance,0
,,,,,,2020,,Bangalore,Foodtech,"Tencent, Ark Impact, Korea Investment Partners, Samsung Ventures, Mirae Asset Capital Markets",43000000.0,Series A,Swiggy,0
,,,,,,2020,,0,Healthtech,LGT Lightstone Aspada,7000000.0,0,Akna Medical,0
,,,,,,2020,,Gurugram,Foodtech,Pacific Horizon,5000000.0,0,Zomato,0
,,,,,,2020,,0,Logistics,"Der Shing Lim, 500 startups",800000.0,Seed,RaRa Delivery,0
,,,,,,2020,,Bangalore,Fintech,Vostok Emerging Finance,21600000.0,Series B,JusPay,0
,,,,,,2020,,0,Data Science,Arka Venture Labs,0.0,0,Obviously AI,0
,,,,,,2020,,Mumbai,Fintech,IvyCap Ventures,3500000.0,Series A,Fingpay,0
,,,,,,2020,,Bangalore,SaaS,Vertex Ventures,6000000.0,Series A,Recko,0
,,,,,,2020,,Bangalore,Ecommerce,"Chowdry Associates, Lightbox",10000000.0,0,Furlenco,0
,,,,,,2020,,Noida,Fintech,"Sukhbir Singh, India Accelerator, Boudhik Ventures, Shankar Nath, Shaurya Garg",150000.0,0,Mera Cashier,0
,,,,,,2020,,Delhi,0,AngelList India,500000.0,Seed,Kitchens Centre,0
,,,,,,2020,,Gurugram,Edtech,"Matrix Partners, SAIF Partners",4000000.0,Seed,Camp K12,0
,,,,,,2020,,Bangalore,Healthtech,LeapFrog Investments,55000000.0,Series D,MedGenome,0
,,,,,,2020,,Bangalore,Agritech,Aavishkar Capital,4598000.0,0,Ergos,0
,,,,,,2020,,Mumbai,Ecommerce,Steadview capital,13137000.0,0,Nykaa,0
,,,,,,2020,,Delhi,Insurance,Venture Catalysts,0.0,Seed,Samadhan,0
,,,,,,2020,,Bangalore,Healthcare,Unicorn India ventures,0.0,0,SaScan,0
,,,,,,2020,,Mumbai,Edtech,"Pecus Capital, Madhur Deora",3000000.0,0,Lido Learning,0
,,,,,,2020,,Bangalore,Health and Fitness,Temasek,115000000.0,Series D,CureFit,0
,,,,,,2020,,Bangalore,SaaS,Ideaspring capital,0.0,0,Nimesa,0
,,,,,,2020,,Noida,IoT,ThinkNext LLC,200000.0,Seed,Design X,0
,,,,,,2020,,Bangalore,Automobile,MG Motor India,0.0,0,Driftly Electric,0
,,,,,,2020,,Bangalore,Fitness,Rainmatter,400000.0,Seed,Imstrong,0
,,,,,,2020,,Mumbai,Marketplace,Supera Investments,3900000.0,0,Craftsvilla,0
,,,,,,2020,,Bangalore,Fintech,"Ashneer Grover, Kunal Shah, Ramakant Sharma",0.0,Seed,Rupifi,0
,,,,,,2020,,Mumbai,Food,Undisclosed,0.0,Seed,SnackAmor,0
,,,,,,2020,,Bangalore,Healthtech,"KYT Ventures, First Cheque, AngelList",0.0,Seed,Zealthy,0
,,,,,,2020,,0,Fintech,"Polychain Capital, Bain Capital Ventures, HDR Group",3000000.0,Series A,CoinDCX,0
,,,,,,2020,,0,Media,Risers Accelerators,670000.0,0,NuNu TV,0
,,,,,,2020,,Bangalore,Technology,"Accel India, Lightspeed Venture Partners",1600000.0,Seed,QTalk,0
,,,,,,2020,,Mumbai,Interior & decor,Inflection Point Ventures,100000.0,Seed,Shadez,0
,,,,,,2020,,Mumbai,Ecommerce,Gautham Madhavan,1000000.0,0,Excess2Sell,0
,,,,,,2020,,Hyderabad,Healthtech,Pegasus FinInvest,1500000.0,Series A,Stanplus,0
,,,,,,2020,,Bangalore,Automobile,TPG-backed Group Landmark,2500000.0,Series A,Pitstop,0
,,,,,,2020,,Hyderabad,Edtech,Info Edge,1100000.0,0,Univariety,0
,,,,,,2020,,Mumbai,SaaS,CESC Ventures,0.0,,Peel Works,0
,,,,,,2020,,Chennai,Technology,Naya Ventures,8500000.0,Series A,CoreStack,0
,,,,,,2020,,Chennai,Fintech,LGT Lightstone Aspada,50000000.0,Series B,Vivriti Capital,0
,,,,,,2020,,Chennai,Spacetech,pi Ventures,3148000.0,Series A,Agnikul,0
,,,,,,2020,,0,Fintech,"Rajeev Juneja, Pratul Shroff, Dilip Khandelwal, Piyush Gupta",2600000.0,0,Fintso,0
,,,,,,2020,,Bangalore,Fintech,Mahendra Singh Dhoni,0.0,0,Khatabook,0
,,,,,,2020,,0,Fintech,LGT LightstoneAspada,7000000.0,Series A,Smart Coin,0
,,,,,,2020,,Gurugram,Cleantech,Godrej Investments,3000000.0,Series A,ZunRoof,0
,,,,,,2020,,0,Social e-commerce,"Stellaris Venture Partners, Unilever Ventures, Kalaari Capital, Vy Capital",3900000.0,Series C,Shop101,0
,,,,,,2020,,Bangalore,FMCG,Venture Catalysts,0.0,Seed,OM Bhakti,0
,,,,,,2020,,Uttar Pradesh,B2B,Sorenson Impact,1100000.0,0,Lal10,0
,,,,,,2020,,Indore,Tech,Orios Venture Partners,0.0,0,Anaxee Digital Runner,0
,,,,,,2020,,Bhopal,Edtech,Vishal Dixit,0.0,0,CollegeKhabri,0
,,,,,,2020,,Bangalore,eMobility,Pawan Munjal Family Trust Fund,1000000.0,0,Ola Electric,0
,,,,,,2020,,Mumbai,Real Estate,Lodha Ventures,6000000.0,0,Multi Living,0
,,,,,,2020,,Bangalore,Fintech,"Y Combinator, Venture Highway, Sequoia India, Global Founders Capital",4700000.0,Seed,FamPay,0
,,,,,,2020,,Bangalore,Automation tech,"Arali Ventures, CIIE.CO",500000.0,Seed,UnboxRobotics Labs,0
,,,,,,2020,,Bangalore,Fintech,"Kunal Shah, Amrish Rau, Jitendra Gupta",2000000.0,Seed,Karbon Card,0
,,,,,,2020,,Bangalore,Media & Networking,Accel India,3000000.0,0,Airmeet,0
,,,,,,2020,,Gurgaon,Foodtech,Mistletoe,1000000.0,0,Innerchef,0
,,,,,,2020,,Mumbai,FMCG,KA Enterprise,0.0,Series C,Epigamia,0
,,,,,,2020,,Mumbai,Ecommerce,"Lead Angels Network, Stanford Angels",0.0,0,StyleNook,0
,,,,,,2020,,Mumbai,Edtech,Education Catalyst Fund,0.0,0,Callido Learning,0
,,,,,,2020,,Delhi,Ecommerce,Angel network,0.0,0,Soxytoes,0
,,,,,,2020,,Delhi,E-market,LetsVenture investors,0.0,Seed,F5,0
,,,,,,2020,,Bangalore,Food & Beverages,"Advent Management, A91 Emerging Fund, Trifecta Venture",4049500.0,0,Paper Boat,0
,,,,,,2020,,Bangalore,Proptech,"SAIF Partners, Mayfield India",1500000.0,Seed,Strata,0
,,,,,,2020,,Bangalore,AI & Data science,Sequoia India,8000000.0,Series A,Salesken,0
,,,,,,2020,,Noida,Agritech,LGT Lightstone Aspada,6000000.0,Series B,Arya,0
,,,,,,2020,,Bangalore,Fintech,Sequoia India,5500000.0,0,Leap Finance,0
,,,,,,2020,,Delhi,Beverages,Rukam Capital,0.0,0,Sleepy Owl,0
,,,,,,2020,,Bangalore,Healthtech,"UTEC-The University of Tokyo Edge Capital, Aflac Ventures, LLC, Dream Incubator, TeamFund",10500000.0,Series B,Tricog,0
,,,,,,2020,,Delhi,Travel tech,Ixigo,0.0,0,GogoBus,0
,,,,,,2020,,Bangalore,Social e-commerce,"Sequoia’s Surge, Fosun RZ",4000000.0,Series A,Trell,0
,,,,,,2020,,Noida,Real Estate,Alok Garg,500000.0,Series A,Spaciya Consultants,0
,,,,,,2020,,Bangalore,Automotive and Rentals,InnoVen Capital,6500000.0,0,Bounce,0
,,,,,,2020,,0,Ecommerce,Anicut Angel Fund,1000000.0,Series A,Neeman,0
,,,,,,2020,,Gurugram,Fintech,Aavishkaar Capital,5000000.0,Series A,Chqbook,0
,,,,,,2020,,Mumbai,Fintech,Paragon Partners,30000000.0,Series B,SMEcorner,0
,,,,,,2020,,Bangalore,Edtech,Yuanfudao,0.0,Series A,Oda Class,0
,,,,,,2020,,Haryana,E-tail,"Nandan Nilekani, Sanjeev Aggarwal",43700000.0,Series B,Spinny,0
,,,,,,2020,,Delhi,Accomodation,Atraxn Partners.,0.0,0,goStops,0
,,,,,,2020,,Haryana,Fintech,Morgan Stanley Private Equity Asia,23000000.0,Series D,Umeed Housing,0
,,,,,,2020,,Bangalore,Automotive,Lightstone Aspada,20000000.0,Series C,Vogo,0
,,,,,,2020,,Mumbai,AI & Media,Samsung Venture Investment,3000000.0,Series A,Flick Stree,0
,,,,,,2020,,Mumbai,Healthtech,Sequoia India,16000000.0,0,Qure ai,0
,,,,,,2020,,Bangalore,Machine Learning,Indian Angel Network,0.0,0,MinionLabs,0
,,,,,,2020,,Haryana,Media,Media Development Investment Fund,1500000.0,Series A,Josh Talks,0
,,,,,,2020,,Delhi,Fintech,Accelerator MOX,0.0,0,PhoneParLoan,0
,,,,,,2020,,Noida,Travel,"Nandan Nilekani, Samsung Venture Investment Corporation",13800000.0,0,RailYatri,0
,,,,,,2020,,Thane,Deeptech,"Maharashtra Defence, Aerospace Venture Fund (MDAVF)",1500000.0,Series A,AjnaLens,0
,,,,,,2020,,Mumbai,Content Marktplace,"Kunal Bahl, Rohit Bansal",306900.0,Seed,Pepper,0
,,,,,,2020,,Bangalore,Fintech,"GGV Capital, Bertelsmann India Investments, Binny Bansal, Sequoia India, Accel Partners",30000000.0,0,Rupeek,0
,,,,,,2020,,Kolkata,IT,CDC Group Plc,20000000.0,Series B,iMerit,0
,,,,,,2020,,Delhi,Fintech,Ribbit Capital,75000000.0,Series C,BharatPe,0
,,,,,,2020,,0,Visual Media,Sequoia Capital’s Surge,2500000.0,0,Invideo,0
,,,,,,2020,,0,Edtech,Peerplays,420000.0,0,AvalonMeta,0
,,,,,,2020,,Mumbai,Ecommerce,Sauce.vc,300000.0,Seed,Near Store,0
,,,,,,2020,,Delhi,Automobile,AdvantEdge,0.0,0,ElecTorq,0
,,,,,,2020,,Chennai,Fintech,Accion Venture Lab,1200000.0,Seed,Prayaan Capital,0
,,,,,,2020,,Delhi,Hygiene,"SucSEED Venture Partners, BIRAC, Elixir Pharma, Titan Capital",1100000.0,Series A,Sanfe,0
,,,,,,2020,,Delhi,Foodtech,Rukam Capital,627300.0,Seed,Go Desi,0
,,,,,,2020,,Bangalore,Foodtech,Prosus N.V,113000000.0,Series A,Swiggy,0
,,,,,,2020,,Banglore,SaaS,Sequoia Capital India,32000000.0,Series C,Whatfix,0
,,,,,,2020,,Bangalore,Edtech,"Facebook, General Atlantic, Sequoia India, Nexus Venture Partners, Steadview Capital, Blume Ventures",110000000.0,Series E,Unacademy,0
,,,,,,2020,,Gurugram,Proptech,Hindustan Media Ventures,5500000.0,0,Zvesta,0
,,,,,,2020,,Bangalore,Logistics,Alteria Capital,11000000.0,0,Dunzo,0
,,,,,,2020,,Bangalore,Insurtech,"Virat Kohli, Anushka Sharma",340000.0,0,Digit Insurance,0
,,,,,,2020,,Gurugram,Transport,Undisclosed,600000.0,Seed,Yolo,0
,,,,,,2020,,0,VR & SaaS,Rockstud Capital,1397000.0,Series A,SmartVizX,0
,,,,,,2020,,Delhi,Ecommerce,"IAN Fund-I,  Al Falaj Investment Company (AFI)",3000000.0,Series A,MaxWholesale,0
,,,,,,2020,,0,Cleantech,"WAVE Equity Partners, Chevron Technology Ventures, Marubeni Corporation.",16000000.0,0,Carbon Clean,0
,,,,,,2020,,0,Sales & Services,Zodius Growth Fund,19000000.0,Series B,Onsitego,0
,,,,,,2020,,Noida,Edtech,"Mahesh Mohta, Jyoti Arora, Nachu Subramanian, Srivats",250000.0,0,Genius Corner,0
,,,,,,2020,,Gurugram,Edtech,"Indian Angel Network, Lead Angels, Hyderabad Angels",448500.0,0,PlanetSpark,0
,,,,,,2020,,Bangalore,AI & Deep learning,"Triton Investment Advisors,",0.0,0,CamCom,0
,,,,,,2020,,Bangalore,Social Commerce,"Accel Partners, Shunwei Capital, Good Capital",8000000.0,Series B,Simsim,0
,,,,,,2020,,Delhi,Transport,SIG Global India Fund,7975700.0,Series C,Shuttl,0
,,,,,,2020,,Delhi,Housing & Rentals,Kolte-Patil Family Office,0.0,0,HooLiv,0
,,,,,,2020,,Indore,Edtech,Ashwin Khorana,0.0,0,ClassMonitor,0
,,,,,,2020,,Pune,Co-working,Tarun Bhalla,0.0,0,Friyey,0
,,,,,,2020,,Bangalore,Fitness,Inflection Point Ventures,330000.0,0,Oga,0
,,,,,,2020,,Bangalore,Estore,Trifecta Capital,3500000.0,0,Big Basket,0
,,,,,,2020,,Bangalore,SaaS,Z3 Partners,0.0,Series A,CYFIRMA,0
,,,,,,2020,,Bangalore,0,FMO,5000000.0,0,Innoviti,0
,,,,,,2020,,Bangalore,Fintech,One97 Communications,5600000.0,0,Paytm money,0
,,,,,,2020,,Bangalore,Edtech,GGV Capital,24000000.0,Series C,Vedantu,0
,,,,,,2020,,Chennai,Fintech,"Amrish Rau, Kunal Shah, Jitendra Gupta",1402000.0,0,Yap,0
,,,,,,2020,,Bangalore,Agritech,"Omnivore, Accel Partners, Mayfield",5500000.0,Series A,Clover,0
,,,,,,2020,,0,Fintech,"Kleiner Perkins, Canapi Ventures, Index Ventures, Nyca Partners, General Catalyst.",50000000.0,Series B,Nova Credit,0
,,,,,,2020,,Delhi,Edtech,Info Edge Ltd,5200000.0,Series A,CodingNinjas,0
,,,,,,2020,,Bangalore,Ecommerce,Chowdry Associates,2200000.0,Series C,Furlenco,0
,,,,,,2020,,Bangalore,0,Surge,1500000.0,Series A,Brick&Bolt,0
,,,,,,2020,,0,Healthtech,Pharmacon Holdings,1000000.0,Series A,HempStreet,0
,,,,,,2020,,Bangalore,Marketing,Eight Roads Ventures,25000000.0,Series C,MoEngage,0
,,,,,,2020,,0,Edtech,"Blume Ventures, Sequoia",2500000.0,Series A,Classplus,0
,,,,,,2020,,0,Beverages,Think Investment,21500000.0,0,Chaayos,0
,,,,,,2020,,Ahmedabad,SaaS,Udaan,2000000.0,0,PetPooja,0
,,,,,,2020,,0,Tech,Venture Catalysts,0.0,0,Altor,0
,,,,,,2020,,Mumbai,E-market,Pidilite Industries,40000000.0,Series F,Pepperfry,0
,,,,,,2020,,Pune,E-market,Softbank’s Vision Fund,296000000.0,Series E,FirstCry,0
,,,,,,2020,,0,Edtech,General Atlantic,200000000.0,0,Byju,0
,,,,,,2020,,Chennai,Agritech,LightBox Ventures,32000000.0,Series C,Waycool,0
,,,,,,2020,,0,HR tech,Xiaomi,6000000.0,0,WorkIndia,0
,,,,,,2020,,Mumbai,Media,Info Edge Venture Fund,3500000.0,0,Qyuki,0
,,,,,,2020,,Coimbatore,Agritech,Neev Fund,30000000.0,Series B,Leap India,0
,,,,,,2020,,Hyderabad,Media,"FirstCheque, Angellist India, Aakrit Vaish, Ranjith Radhakrishnan",250000.0,0,Picxy,0
,,,,,,2020,,Jodhpur,Agritech,Arunachal Pradesh Social Entrepreneurship Meet,20000.0,0,Krimanshi,0
,,,,,,2020,,Delhi,Edtech,IndiaQuotient,0.0,0,NEETprep,0
,,,,,,2020,,Gurugram,Fintech,"PayU, Fosun RZ Capital",8000000.0,Seed,Dot Pvt. Ltd,0
,,,,,,2020,,Mumbai,Media,Vertex Ventures,5500000.0,Series A,Kuku FM,0
,,,,,,2020,,Mumbai,Fintech,Unitus Ventures.,1000000.0,Series A,SuperMoney,0
,,,,,,2020,,0,Food tech,Alteria Capital,4900000.0,0,Rebel Foods,0
,,,,,,2020,,Bangalore,E tailor,"Avaana Capital, Titan Capital",0.0,0,AlphaVector,0
,,,,,,2020,,Jaipur,Fintech,Institutional Investors,2500000.0,0,Fox Capital,0
,,,,,,2020,,Bangalore,Accomodation,Tim Draper,3500000.0,0,Tribe Theory,0
,,,,,,2020,,0,SaaS,Beenext,1402400.0,Series A,Fleetx,0
,,,,,,2020,,Mumbai,Edtech,Reliance Industries Limited (RIL),12618300.0,0,Embibe,0
,,,,,,2020,,Kochi,Edtech,Good Capital,1400000.0,Seed,Entri,0
,,,,,,2020,,0,E-mobility,Chiratae Ventures,10000000.0,Series A,Oye! Rickshaw,0
,,,,,,2020,,Bangalore,Edtech,Equanimity Ventures,0.0,Series A,Seal Professional,0
,,,,,,2020,,Mumbai,Food,"Mistletoe, Info Edge Asia",0.0,0,Sprinng Foods,0
,,,,,,2020,,Gurugram,Healthtech,Bill & Melinda Gates Foundation,9900000.0,0,1MG,0
,,,,,,2020,,Bangalore,Fintech,"JITO Angel Network, Ketan Kothari, Girish Jain, Sunil Singhvi, Vinay Jain",0.0,0,Aagey,0
,,,,,,2020,,Gurugram,Edtech,Tencent,15000000.0,Series A,Doubtnut,0
,,,,,,2020,,Bangalore,Ad-tech,Ant Financial,3000000.0,0,AdonMo,0
,,,,,,2020,,0,E-mobility,"GrowX ventures, Prophetic Ventures",0.0,Seed,RACEnergy,0
,,,,,,2020,,Delhi,Fintech,Coatue Management,100000000.0,0,BharatPe,0
,,,,,,2020,,Gurugram,Agritech,Atsushi Taira,3000000.0,Seed,Kisan Network,0
,,,,,,2020,,Bangalore,Automotive,Lightstone Aspada,35000000.0,Series C,Vogo,0
,,,,,,2020,,Gurugram,Transport,Undisclosed,600000.0,Seed,Yolo,0
,,,,,,2020,,Mumbai,SaaS,Manish Choksi,2000000.0,0,Unotech,0
,,,,,,2020,,Bangalore,Marketplace,InnoVen capital,2200000.0,0,Zetwerk,0
,,,,,,2020,,Bangalore,Healthtech,SenseAI Ventures,500000.0,0,CureSkin,0
,,,,,,2020,,Bangalore,Edtech,Incubate Fund India,982530.0,Seed,WizKlub,0
,,,,,,2020,,Pune,Edtech,"Tiger Global Management, Sequoia Capital India, Singapore’s Economic Development Board (EBD)",200000000.0,Series A,Interviewbit,0
,,,,,,2020,,0,Fintech,"Aquiline Technology Growth (ATG), RTP Global, Sequoia India",70185200.0,Series B,MoneyTap,0
,,,,,,2020,,Delhi,SaaS,"Frontline Strategy Finds, SucSEED Venture Partners LLP",0.0,0,Uniplatform Tech,0
,,,,,,2020,,Gurugram,Fintech,"Tiger Global, Steadview Capital, DF International Private Partners",12000000.0,Series C,INdwealth,0
,,,,,,2020,,Mumbai,Marketplace,Schroder Adveq,30000000.0,Series C,Bizongo,0
,,,,,,2020,,Bangalore,SaaS,General Atlantic,210000000.0,Series D,AppsFlyer,0
,,,,,,2020,,Bangalore,Insurtech,"A91 Partners, Faering Capital, TVS Capital",84000000.0,0,Digit Insurance,0
,,,,,,2020,,Bangalore,Interior Design,"Tahoe Investment Group, Mercer Investment",60000000.0,Series D,Livspace,0
,,,,,,2020,,Mumbai,Fintech,"Samyakth Capital, Venture Catalysts",0.0,Seed,GetVantage,0
,,,,,,2020,,Noida,Edtech,Angel investors,0.0,0,Konfinity,0
,,,,,,2020,,Noida,Fintech,Mastercard,0.0,0,Pine Labs,0
,,,,,,2020,,Delhi,SaaS,"SOSV, Chinaccelerator",0.0,0,Instoried,0
,,,,,,2020,,Haryana,Neo-banking,Venture Catalysts,0.0,0,Nupay,0
,,,,,,2020,,0,Transport Automation,"Tiger Global, Steadview Capital",39000000.0,Series B,LogiNext,0
,,,,,,2020,,Bangalore,Food,She Capital,2700000.0,Series A,Samosa Singh,0
,,,,,,2020,,Delhi,Healthtech,"Green Shots Capital, Alfa Ventures, Real Time Venture, Petrotech, Steel City Securities, Lalit Wadhwa, Dr Kriti Maroli",1403400.0,Series A,Crysta,0
,,,,,,2020,,New Delhi,Edtech,Yuj Ventures,4300000.0,Series A,Eupheus Learning,0
,,,,,,2020,,Bangalore,Automotive and Rentals,"Accel Partners, B Capital",105000000.0,Series D,Bounce,0
,,,,,,2020,,0,Techonology,"Sequoia Capital, Matrix Partners India",11000000.0,0,Park+,0
,,,,,,2020,,Bangalore,Dairy,"Ginni International, Elisa Khong, Sandeep Singh, VegInvest",400000.0,Seed,Goodmylk,0
,,,,,,2020,,0,SaaS,Angel investors,1000000.0,0,SmartKarrot,0
,,,,,,2020,,0,IoT,SoftBank Group,103000000.0,Series B,Skylo,0
,,,,,,2020,,Goa,Beverage,Angel investors,220000.0,0,Tea Trunk,0
,,,,,,2020,,Bangalore,Transport & Rentals,Sony Innovation Fund,30000000.0,Series D,Zoomcar,0
,,,,,,2020,,Noida,Fintech,"Amit Singal, Manish Aggarwal",250000.0,Seed,Mera Cashier,0
,,,,,,2020,,0,SaaS,Sequoia India,6000000.0,Seed,Samya AI,0
,,,,,,2020,,0,AI,Chiratae Ventures,6000000.0,Series A,Kristal AI,0
,,,,,,2020,,0,AI Robotics,"Windrose Capital, ITI Growth Opportunities Venture Fund",281300.0,Seed,Invento Robotics,0
,,,,,,2020,,Gurugram,HR tech,Yatra Angel Network (YAN),0.0,0,Zimyo,0
,,,,,,2020,,Kolkata,Pharmaceutical,Angel investors,0.0,0,Sabse Sasta Dukaan,0
,,,,,,2020,,Mumbai,Healthtech,Angel investors,0.0,0,Fitphilia,0
,,,,,,2020,,Mumbai,Healthtech,Angel investors,12700.0,0,Medicus,0
,,,,,,2020,,Mumbai,Fintech,Angel investors,12700.0,Seed,Monech,0
,,,,,,2020,,0,Edtech,Angel investors,12700.0,Seed,Teach Us,0
,,,,,,2020,,Bangalore,B2B marketplace,Undisclosed,0.0,0,Dealberg,0
,,,,,,2020,,0,HR tech,WestBridge Capital,30000000.0,Series C,Phenom People,0
,,,,,,2020,,Pune,Edtech,"Sprout Venture Partners, Indian Angel Network",700000.0,Series A,Extra Edge,0
,,,,,,2020,,Bangalore,Fintech,Undisclosed,600000.0,0,Capital Quotient,0
,,,,,,2020,,Delhi,Ecommerce,Undisclosed,25000.0,Seed,Karfa,0
,,,,,,2020,,0,Gaming,La Gajjar Group,400000.0,0,Gamerji,0
,,,,,,2020,,Bangalore,Automotive and Rentals,"Accel Partners, B Capital",97500000.0,Series D,Bounce,0
,,,,,,2020,,Bangalore,Automation,ICONIQ Capital,90000000.0,Series C,Zinier,0
,,,,,,2020,,Delhi,Preschool Daycare,1Crowd,507000.0,Seed,ProEves,0
,,,,,,2020,,Bengaluru,0,Matrix Partners India,0.0,0,Toddle,0
,,,,,,2020,,0,Food diet,DSG Consumer Partners,0.0,Series A,Aesthetic Nutrition,0
,,,,,,2020,,Bangalore,Fintech,"Sequoia Capital, Ribbit Capital, Amazon, Saif Partners",15000000.0,0,Capital Float,0
,,,,,,2020,,Bangalore,B2B Agritech,"Flipkart India, Singapore-based GEC3",10000000.0,Series C,Ninjacart,0
,,,,,,2020,,0,B2B Agritech,"Omnivore, Insitor Impact Asia Fund",2000000.0,Seed,TechnifyBiz,0
,,,,,,2020,,Hyderabad,E-connect,Kalaari Capital,2000000.0,Series A,Wysh,0
,,,,,,2020,,Pune,AI,Suma Soft Pvt Ltd,160000.0,Seed,Keito,0
,,,,,,2020,,0,Fintech,Sequoia Surge,2000000.0,Seed,Klub,0
,,,,,,2020,,Mumbai,Ecommerce,"Sprout Venture Partners, JITO Angel Network, LetsVenture",0.0,Seed,Aadhar,0
,,,,,,2020,,Bengaluru,Tech hub,Venture Catalysts,0.0,0,IncubateHub,0
,,,,,,2020,,Delhi,FMCG,Refex Capital,0.0,0,Rage Coffee,0
,,,,,,2020,,Noida,Technology,Venture Catalysts,0.0,0,Skilancer,0
,,,,,,2020,,New Delhi,Edtech,James Murdoch-led Lupa Systems,0.0,0,Harappa Education,0
,,,,,,2020,,0,Entertainment,"Lightspeed Venture Partners, Sequoia Surge",2000000.0,0,Rheo,0
,,,,,,2020,,Bangalore,Medtech,Omidyar Network India,5200000.0,Series B,Axio Biosolutions,0
,,,,,,2020,,0,Consultancy,Space Capital,15000000.0,Series A,Techbooze,0
,,,,,,2020,,Chandigarh,Fintech,"IIM Ahmedabad’s incubator (CIIE.CO),Chandigarh Angels Network",0.0,0,PayMart,0
,,,,,,2020,,0,Edtech,Iron Pillar,8400000.0,Series B,Testbook,0
,,,,,,2020,,Noida,Ecommerce,Trifecta Capital,1100000.0,0,FabAlley,0
,,,,,,2020,,0,0,"Lightbox. Social Capital, Dunce Capital",3400000.0,0,HaikuJAM,0
,,,,,,2020,,0,Ecommerce,Sequoia India,18300000.0,Series A,Mamaearth,0
,,,,,,2020,,0,Rental,GMO Payment Gateway,2000000.0,0,Rentomojo,0
,,,,,,2020,,0,Foodtech,Ant Financial,150000000.0,0,Zomato,0
,,,,,,2020,,0,Edtech,Tiger Global,200000000.0,0,Byju,0
,,,,,,2020,,Mumbai,Pharmacy,Alteria Capital,1400000.0,0,Generico,0
,,,,,,2020,,Hyderabad,SaaS,ICONIQ Capital,125000000.0,Series B,HighRadius,0
,,,,,,2020,,Chennai,Beverage,The Chennai Angels (TCA),1000000.0,0,Chai Kings,0
,,,,,,2020,,Gurugram,Logistics,Trifecta Capital,3400000.0,Series F,Rivigo,0
,,,,,,2020,,Indore,SaaS,"HNIs in India, Japan, and the US",0.0,Seed,BuildPan,0
,,,,,,2020,,0,Edtech,Mumbai Angels Network,181000.0,0,Shiksha,0
,,,,,,2020,,Hyderabad,Deisgning,Vishnu Reddy,500000.0,Series A,Super Surfaces,0
,,,,,,2020,,Ahmedabad,Taxation,"Zerodha fintech fund, Rainmatter",280000.0,0,Quicko,0
,,,,,,2020,,Gurgaon,Fintech,Austrian Bank,15000000.0,0,Satin Creditcare,0
,,,,,,2020,,0,Logistics,Alibaba,10000000.0,0,XpressBees,0
,,,,,,2020,,Pune,Agritech,TechnoGen,0.0,Series A,FarmERP,0
,,,,,,2020,,0,Fintech,"NorthStar, Vinod Khatumal",3000000.0,0,Wealth Bucket,0
,,,,,,2020,,Delhi,Automobile Technology,"Chiratae Ventures, Sequoia Capital, Orios Venture Partners",14700000.0,Series B,GoMechanic,0
,,,,,,2020,,Chennai,Fashion,Sprout venture partners,1000000.0,Series A,Fashor,0
,,,,,,2020,,Delhi,Edtech,"DSG Consumer Partners, Blume Ventures",1500000.0,0,Leverage Edu,0
,,,,,,2020,,0,Fintech,"Sequoia India, Ribbit Capital",13200000.0,Seed,EpiFi,0
,,,,,,2020,,Mumbai,Cosmetics,Verlinvest,8000000.0,0,Purplle,0
,,,,,,2020,,Delhi,Transport,SIG Global India Fund LLP.,8043000.0,Series C,Shuttl,0
,,,,,,2020,,Chennai,Logitech,Chiratae Ventures,9000000.0,Series A,Pando,0
,,,,,,2021,,Bangalore,AI startup,"BEENEXT, Entrepreneur First",1200000,Series A,Unbox Robotics,
,,,,,,2021,,Mumbai,EdTech,"Unilazer Ventures, IIFL Asset Management",120000000,0,upGrad,
,,,,,,2021,,Mumbai,EdTech,"GSV Ventures, Westbridge Capital",30000000,Series D,Lead School,
,,,,,,2021,,Mumbai,B2B E-commerce,"CDC Group, IDG Capital",51000000,Series C,Bizongo,
